Id,PostId,Score,Text,CreationDate,UserId,ContentLicense
18444528,13480693,0,No I don't use eval.    I do think the error is in these lines ' if (document.getElementById('searchRecord6').value == qdb_numrows == 0)'  I'm basically trying to tell it that if the value of in this case searchRecord6 is not in the db then post he alert,2012-11-20T19:55:43.357,1839308,CC BY-SA 3.0
18444557,13480693,1,"Holy hell man, why not use a validation library or at least write a reusable function?",2012-11-20T19:56:40.937,43687,CC BY-SA 3.0
18444750,13480693,1,"@user1839308 your code snippet *is* using `eval`.   And there is no triple equality check.  Your evaluation will be akin to taking the result of `documnet.getElementById('searchRecord6').value == qbd_numrows` which is either `true` or `false`  and then taking that value and comparing it against 0.  So therefore your `if` statement will evaluate to true iff `documnet.getElementById('searchRecord6').value != qbd_numrows`, since `false == 0` is `true` in javascript thanks to loose typing.",2012-11-20T20:05:00.237,1093982,CC BY-SA 3.0
18444767,13480693,0,"Side note, use [triple equals](http://stackoverflow.com/questions/359494/javascript-vs-does-it-matter-which-equal-operator-i-use) to avoid loose typing",2012-11-20T20:05:30.907,1093982,CC BY-SA 3.0
18444794,13480693,0,"Another issue, you have a semi-colon after your first `if` statement.  Therefore all the code in your block will always get run, regardless if `qdb_numrows` is 0 or not.",2012-11-20T20:06:39.890,1093982,CC BY-SA 3.0
19065583,13834716,0,are you trying from your localhost???,2012-12-12T21:45:24.457,766198,CC BY-SA 3.0
19068497,13834716,0,"I am, though of course the SMTP server is remote (zoho.com).  Would this matter?    Email client (outlook) with the same settings is also on the same localhost..",2012-12-12T23:55:10.670,292008,CC BY-SA 3.0
20270374,14534834,0,"If you don't have javascript in A or in B, where is your javascript running from?   Also, are A and B in the same domain?",2013-01-26T07:32:44.530,816620,CC BY-SA 3.0
20270405,14534834,0,"In A, I cannot run javascript. I would like to inject some javascript in B - possibly by means of the URL that opens B. A & B are not in the same domain.",2013-01-26T07:35:19.033,199745,CC BY-SA 3.0
20270442,14534834,0,"URL parameters cannot inject javascript.  It doesn't sound like you have any ability to run javascript in A or B.  FYI, when A and B are different domains, you can't use javascript from one to act on the other either because of same-origin security restrictions in the browser.  It sounds like you need modifications to page B so that it will load a view based on a URL parameter.",2013-01-26T07:39:37.710,816620,CC BY-SA 3.0
20270475,14534834,0,Hmm... I have no control over B :( ! Else would have already implemented the URL parameter. Appreciate you looking into my problem. If you have any other thoughts do share them. Thanks.,2013-01-26T07:43:45.287,199745,CC BY-SA 3.0
20380807,14598065,1,"In my Outsystems application for MouseOver style property of the link I gave the value ""background-color : red""",2013-01-30T07:15:54.680,1537005,CC BY-SA 3.0
20384328,14598065,0,Could you please add some code that you have tried ? did you try jquery ? or any other library ?,2013-01-30T09:31:31.620,943983,CC BY-SA 3.0
21153803,15045253,0,You might want to look at [this Stack Overflow question](http://stackoverflow.com/questions/7772466/transform-xml-to-xml-using-xslt-based-on-xsd),2013-02-24T03:12:33.237,2097290,CC BY-SA 3.0
21154554,15045253,0,"Thank you Hazzit...that was useful and led me to another post that displayed the xslt code for identity transform ""copy.xsl"" which may solve my problem. Does that solution seem viable?",2013-02-24T04:39:04.253,2097626,CC BY-SA 3.0
21160669,15045253,0,"An identity transformation is essentially a ""no-op"" on a set of data. Since you _do_ want to transform it into something else (something that validates against the xsd you've got), your transform will have to be something else. You might get further if you add information on the XML/XSD involved to your question. Others may then get you started with your XSLT even if they (like me) don't know any good semi-automatic tools do do this.",2013-02-24T13:46:04.193,2097290,CC BY-SA 3.0
22820042,16001298,0,Try replacing your Username and From from donotreply@domain.com to donotreply@your_domain.com or donotreply@zoho.com,2013-04-14T18:33:06.833,1473844,CC BY-SA 3.0
22820356,16001298,0,No luck on swapping it out for @zoho.com.  Is it possible that the hosts inability to send smtp is still the source of the problem here?,2013-04-14T18:47:57.967,1110859,CC BY-SA 3.0
22820426,16001298,0,"echo `$mail->IsSMTP();` and check what it prints. I  guess it is the check whether SMTP exists or not, and host's inability to send SMTP may be a problem, you may try configuring your php.ini on the host too.",2013-04-14T18:52:30.410,1473844,CC BY-SA 3.0
22821198,16001298,0,"This statement returned no:    `if ($mail->IsSMTP())
 echo ""yes"";
else
 echo ""no"";`  So I'm thinking it must not...  Is that something you think I can change, or am I stuck with it?",2013-04-14T19:33:47.693,1110859,CC BY-SA 3.0
22821817,16001298,0,"What I suggest is, configure your .ini file (I guess you're working on Apache server) and set the SMTP settings there and add the server of the SMTP server to the zoho server. Hope that helps!",2013-04-14T20:03:06.970,1473844,CC BY-SA 3.0
22826346,16001298,0,"The only thing I could find in the .ini file was: `For Win32 only.
SMTP = localhost
smtp_port = 25`  Changing that to smtp.zoho.com and port 465 didn't have any effect, so it's looking like it might not be possible...",2013-04-15T00:50:52.040,1110859,CC BY-SA 3.0
22862655,16001298,0,Now again check with IsSMTP();,2013-04-16T01:16:19.840,1473844,CC BY-SA 3.0
22966702,16087271,0,Take a look at this SO answer: http://stackoverflow.com/questions/4077850/how-can-i-deserialize-xml-list-using-restsharp,2013-04-18T15:42:12.820,1120092,CC BY-SA 3.0
22967553,16087271,0,Trying it. In my case Row would be it?,2013-04-18T16:04:07.727,2189113,CC BY-SA 3.0
22967981,16087271,0,"Went with Row as the class name. I get the correct number of records stored, but debug says they are null. I try to use a foreach to list them in a console window but it says:foreach statement cannot operate on variables of type 'RestSharp.IRestResponse<System.Collections.Generic.List<Zoho.Mapping.Rest.row>>' because 'RestSharp.IRestResponse<System.Collections.Generic.List<Zoho.Mapping.Rest.row>>' does not contain a public definition for 'GetEnumerator'. Getting off topic with that though.",2013-04-18T16:16:35.940,2189113,CC BY-SA 3.0
22968468,16087271,0,"My experience is with LINQ to XSD (http://linqtoxsd.codeplex.com/) Paste the xml you put up here in a file, open it with VS, go to the XML File menu and click ""Create XSD"", feed that XSD in to linqtoxsd and it will spit out a class file capable of reading the xml. Its very easy but a little overkill.",2013-04-18T16:31:13.197,1120092,CC BY-SA 3.0
22972759,16087271,0,Upon further research of https://github.com/deveel/zohocrmsharp your suggestion is similar to what he did. I thought he did it as RestSharp suggests in the wiki when I first glanced. Thank you,2013-04-18T18:50:12.410,2189113,CC BY-SA 3.0
23007934,16001298,0,"It still says no.  The complete the lines after that in the .ini file also say: `; For Win32 only.
SMTP = locahost
smtp_port = 25
; For Win32 only.
;sendmail_from = 
; For Unix only.  You may supply arguments as well (default: ""sendmail -t -i"").
;sendmail_path =`  After changing the smtp and smtp_port I set sendmail_from to donotreply@domain.com but still nothing changed.",2013-04-19T18:26:18.240,1110859,CC BY-SA 3.0
23027545,16001298,0,"No idea then. I was just trying, I don't have much knowledge of it. Please post if you get the answer sometime, and re-post the question of start a bounty. Hope that'll help to get some better person to answer your query.",2013-04-20T15:56:35.490,1473844,CC BY-SA 3.0
23027569,16001298,0,"One thing, a `;` in front of a line makes it a comment in php.ini. Remove that `;` and then try again.",2013-04-20T15:57:46.980,1473844,CC BY-SA 3.0
23080081,16152727,1,Which language are you using? And what have you tried?,2013-04-22T17:07:59.833,1633117,CC BY-SA 3.0
23080128,16152727,0,I guess it is ruby! :),2013-04-22T17:09:26.310,164835,CC BY-SA 3.0
23080177,16152727,0,@Kent quite a wild guess ;),2013-04-22T17:11:09.743,1633117,CC BY-SA 3.0
23080245,16152727,0,"@m.buettner it is not a language, it is outsystems agile platform",2013-04-22T17:13:28.623,972362,CC BY-SA 3.0
23137543,14534834,0,"Moiz, Can you tell me the name of the View you want to open? Maybe I'll talk with Zoho Invoice team about this.",2013-01-27T07:03:12.217,1815922,CC BY-SA 3.0
23137544,14534834,0,"Great! In a Zoho creator view I have list of Creator created Invoices and an action button next to each invoice called ""Add Payment"". When the ""Add Payment"" button is clicked, I need to bring the user to the ""Record Payment"" view that you get when the ""Add Payment"" link below the Zoho Invoice is clicked. The problem right now is this ""Record Payment"" cannot be arrived at via a URL call as it seems to be an AJAX view inside Zoho Invoice. My customer would be really delighted if the Zoho Invoice team and have it time for the upcoming release. Thanks in advance!",2013-01-28T10:01:50.773,199745,CC BY-SA 3.0
23165149,16200946,0,Don't they have a documentation? Maybe their input format changed or something?,2013-04-24T19:56:00.897,187606,CC BY-SA 3.0
23165242,16200946,0,"@Pekka웃-- yes, they do have docs, but as far as I can tell the system is identical. It even defaults to the ""version 1"" of their API which is supposed to be backwards compatible. There's quite a few questions like mine in their forums, with no real resolution, so I thought I'd try SO.",2013-04-24T19:59:06.113,1721969,CC BY-SA 3.0
24038068,13834716,0,"Not sure if you want to use Outlook, Microsoft doesn't seem to condone  outgoing mail from applications - even for necessary things like email confirmations.",2013-05-22T19:43:21.550,1028922,CC BY-SA 3.0
24861037,17126323,0,Does anyone have an answer for this? It's been sitting unanswered for a few days now.,2013-06-18T14:05:23.050,608811,CC BY-SA 3.0
24946786,17220341,0,is there supposed to be a space after the param `remember :` ?,2013-06-20T17:49:29.687,1447509,CC BY-SA 3.0
24947150,17220341,0,@gibberish it wouldn't make a difference,2013-06-20T18:01:38.197,400654,CC BY-SA 3.0
24975847,17220341,0,"I they just changed their login form.  I have watched the http traffic during a manual login and the same values are being passed by POST.  Of course, I can only do a GET via cross-domain JSON call.  Maybe they just do not accept a GET any longer.  The did add another parm getticket: false.  I have tried including that, but it does not do the trick.",2013-06-21T14:01:50.400,2460187,CC BY-SA 3.0
26889379,18321902,1,"Please include attempted solutions, why they didn't work, and the expected results.",2013-08-19T19:52:52.073,679449,CC BY-SA 3.0
26889820,18321902,0,"my attempted solutions are too long, i just simplified it to this one. let me edit",2013-08-19T20:04:50.613,2697289,CC BY-SA 3.0
27300044,18557198,0,Please try to improve upon indentation!!!!,2013-09-01T09:48:17.843,1501794,CC BY-SA 3.0
27304942,18557198,0,"Hi Rahul , I am First time here, Indentation was difficult So I had Image which I coundn't load earlier,  Here you go with the links. For  1)Table <a href=""http://imgur.com/z6pxpwY""><img src=""http://i.imgur.com/z6pxpwY.png"" title=""Hosted by imgur.com"" /></a> and 2) Output :<a href=""http://imgur.com/aehQZ5v""><img src=""http://i.imgur.com/aehQZ5v.png?1"" title=""Hosted by imgur.com"" /></a> Thanks",2013-09-01T15:25:19.373,2736941,CC BY-SA 3.0
27650199,18757399,0,"I just want to know how should I sent xml data, even if I can send data through curl also it will be a great help for me",2013-09-12T07:09:37.770,1398705,CC BY-SA 3.0
27650217,18757399,0,https://www.zoho.com/crm/help/api/insertrecords.html#Insert_notes_and_relate_to_the_primary_module,2013-09-12T07:10:13.460,1398705,CC BY-SA 3.0
28255318,19109573,2,"Have you tried anything yourself? Also, there is no program code whatsoever in your question. Please read the FAQ.",2013-10-01T06:39:25.443,1145666,CC BY-SA 3.0
28255355,19109573,0,http://php.net/simplexmlelement,2013-10-01T06:41:35.753,1570534,CC BY-SA 3.0
28255360,19109573,0,You have to load it in DOMDocument and then use DOMXPath for this,2013-10-01T06:41:49.553,881850,CC BY-SA 3.0
28255387,19109573,0,"Have you actually tried to search google for the 2 words ""PHP XML""? There's tons of results for exactly what you want.",2013-10-01T06:43:04.387,1782494,CC BY-SA 3.0
28255650,19109573,0,"Ya sure..... i try the following code..... $xml = file_get_contents( ""https://crm.zoho.com/crm/private/xml/Leads/getMyRecords?scope=crmapi&authtoken=xxx"");

$doc = new DOMDocument();
$doc->loadXML( $xml );

$xpath = new DOMXPath( $doc );

foreach ($xml->result->Leads->row as $t) {
  foreach ($t->FL as $rr) {
    echo $rr.""<br />"";  
  }
}",2013-10-01T06:54:42.487,2801946,CC BY-SA 3.0
28809321,19432016,0,Have you [looked here](https://www.zoho.com/crm/help/api/api-methods.html)?,2013-10-17T16:22:19.590,2596334,CC BY-SA 3.0
28809406,19432016,0,"Yes, I did. I don't know how can I get the library's for this functions and also I how can I use those in java application.",2013-10-17T16:24:56.610,2888699,CC BY-SA 3.0
28809447,19432016,0,Have you [asked your question here](https://forums.zoho.com/zoho-crm/zoho-crm-developer-apis)?,2013-10-17T16:26:22.613,2596334,CC BY-SA 3.0
28809503,19432016,0,Thank you for the link. It really helps me. I will ask there.,2013-10-17T16:27:47.763,2888699,CC BY-SA 3.0
29185527,19654786,0,"Can you describe your data set?  If it can be stringified, use strlen().  Per the manual, [http://php.net/manual/en/function.strlen.php](""strlen() returns the number of bytes rather than the number of characters in a string."")",2013-10-29T09:59:40.447,2908724,CC BY-SA 3.0
29185888,19654786,0,Just have made an edit @bishop.,2013-10-29T10:08:46.077,743043,CC BY-SA 3.0
31782997,21122367,0,Are you actually including jQuery in your code as well?,2014-01-14T19:40:10.903,1454048,CC BY-SA 3.0
31783182,21122367,0,The only code I'm entering is above.  According to the documentation and the few forums I can find about this I do not need to call in the jQuery library as it built in.  I'll give that a try though.  Just in case.,2014-01-14T19:45:00.273,3192152,CC BY-SA 3.0
31783224,21122367,0,"Yeah you could also check the final source output of your test page, which should include a reference to jQuery.",2014-01-14T19:46:01.473,1454048,CC BY-SA 3.0
31783534,21122367,1,"Against all documentation and advice, including jQuery made it work.  I appreciate the help.  Now I need to figure out how to get PHP to work in this beast.",2014-01-14T19:55:01.417,3192152,CC BY-SA 3.0
31783559,21122367,0,Glad the jQuery works. Good luck with the PHP!,2014-01-14T19:55:46.340,1454048,CC BY-SA 3.0
32348965,21437901,4,"To be honest, I kind of prefer the first version with the aliases to the second one with the typeof. You even have a neat naming convention already (fields in lowercase and types capitalized)",2014-01-29T18:38:18.043,90511,CC BY-SA 3.0
32361671,21437901,1,"What's wrong with Template Haskell? That's a nice way to solve your problem. I don't know the Vinyl view of the world, but `lens` sems to suit: https://github.com/ekmett/lens/wiki/Examples",2014-01-30T01:55:04.480,766752,CC BY-SA 3.0
32409354,21473504,1,Use $info = curl_getinfo($ch); and then echo '<pre>';print_r($info);echo '</pre>'; and see the status and errors!!!,2014-01-31T06:07:12.300,2727841,CC BY-SA 3.0
33119135,21871067,0,It would really help if you could ask the question using a minimal example not having dependencies on lots of unspecified packages in addition to Vinyl.,2014-02-19T08:00:57.503,1482749,CC BY-SA 3.0
33133043,21871067,0,@kosmikus I can get one up today; last night I just wanted to get the question posted and get to sleep.,2014-02-19T13:46:51.157,603688,CC BY-SA 3.0
33646346,22163118,1,"Hmm. The 'type' of a record in Vinyl is a promoted value - e.g. `""foo"" ::: Int` - presumably you just want to filter on the `Int` part?",2014-03-04T10:38:27.357,2047464,CC BY-SA 3.0
33653316,22163118,0,Yes. Or ideally anything wrapped in some specific `newtype`.,2014-03-04T13:34:19.203,603688,CC BY-SA 3.0
34132585,22163118,0,I ended up using a `newtype` and `OverlappingInstances`.,2014-03-16T21:00:21.983,603688,CC BY-SA 3.0
34231586,16200946,1,Could you update your code so we can see how the answer helped solve this?,2014-03-19T08:29:01.843,1438561,CC BY-SA 3.0
35103094,22986371,0,What exceptions do you have at runtime?,2014-04-10T11:16:37.903,383688,CC BY-SA 3.0
35105569,22986371,0,It's not reading the file. EOF exception.,2014-04-10T12:19:10.803,3217695,CC BY-SA 3.0
35108906,22986371,0,"Add the full stack trace to your post, please. What file? Your code does not contain any file reading logic.",2014-04-10T13:33:51.437,383688,CC BY-SA 3.0
35111641,22986371,0,"DEBUG: not loading resource: /META-INF/javamail.address.map
DEBUG: not loading file: C:\Program Files (x86)\Java\jre7\lib\javamail.address.map
DEBUG: java.io.FileNotFoundException: C:\Program Files (x86)\Java\jre7\lib\javamail.address.map (The system cannot find the file specified)
DEBUG: getProvider() returning javax.mail.Provider[STORE,pop3,com.sun.mail.pop3.POP3Store,Sun Microsystems, Inc]
DEBUG POP3: connecting to host ""pop.zoho.com"", port 110, isSSL false
S: EOF
C: QUIT
S: EOF",2014-04-10T14:30:34.603,3217695,CC BY-SA 3.0
35111661,22986371,0,this was the error i am getting.,2014-04-10T14:30:55.003,3217695,CC BY-SA 3.0
35136092,22986371,0,"Are you getting this ""error"" on your local machine after running your class? Do you run your class from the command line or from some IDE? What IDE do you use? Add the stack trace to your post, and format it properly to get the faster help.",2014-04-11T05:49:20.177,383688,CC BY-SA 3.0
35219897,22986371,0,See the JavaMail FAQ for [tips on debugging connection problems](http://www.oracle.com/technetwork/java/javamail/faq/index.html#condebug).,2014-04-14T01:07:52.347,1040885,CC BY-SA 3.0
35395791,23145564,0,Sendmail is not able to connect to zoho mail on port 465. Check if the port is open in firewall.,2014-04-18T06:01:47.963,2076598,CC BY-SA 3.0
35548652,23234021,1,"try adding the config `$config['smtp_crypto'] = 'ssl';` its not on the official docs, some SMTP server requires ssl authentication.",2014-04-23T04:14:59.850,1192707,CC BY-SA 3.0
35548747,23234021,0,Doesn't do anything different. This page says that zoho DOES require ssl https://www.zoho.com/mail/faq.html,2014-04-23T04:21:09.530,222403,CC BY-SA 3.0
35548771,23234021,0,it says SSL on the link you gave me,2014-04-23T04:23:10.797,1192707,CC BY-SA 3.0
35570386,23145564,0,"i fixed the issue. It is very well possible. But its kind of glitchy, ended up using a wordpress plugin, which fixed the issue. Used that instead, since the other thing is messed up.",2014-04-23T14:13:07.390,3547226,CC BY-SA 3.0
37836845,24450595,0,Could you show us your config ?,2014-06-27T11:57:05.453,2907312,CC BY-SA 3.0
38044497,24562393,0,"can you post actual exemples of what it is that you're ""needing it to be"" such as sample data, what it is (sample xml) and what you actually tried?",2014-07-03T20:21:00.847,576767,CC BY-SA 3.0
38044880,24562393,0,"http://pastie.org/9351522#7     This is XML generated by the API call, As far as what I have tried, I haven't tried anything other than turning it into an HTML table using another API call, but from what I gather if I can get this into JSON it will be easier to work with and also more versatile to do more with the information it provides instead of just a graph",2014-07-03T20:34:40.277,3803141,CC BY-SA 3.0
38084829,24450595,0,Hi NicoD. I have added my configuration to the post.,2014-07-05T08:30:30.340,978409,CC BY-SA 3.0
38148945,24617605,0,the data in a var is the same be it hard-coded or siphoned in via ajax.,2014-07-07T18:50:04.500,2317490,CC BY-SA 3.0
39890638,25451031,0,"Out of curiosity, have you tried changing the time format into HH:mm? Though I don't think it should matter.
Without code snippets or knowing anything about this code/widget I don't think many people will be able to answer this here.",2014-08-28T11:38:14.620,144578,CC BY-SA 3.0
40017648,25615751,0,Please Paste the code in right format.,2014-09-02T04:34:20.607,3621356,CC BY-SA 3.0
40018180,25615751,0,I tried but I can't get the top part above the document.write to out correctly. How do I do it. It's all part of the document.write section - part of javascript..,2014-09-02T05:07:11.383,3765632,CC BY-SA 3.0
40018254,25615751,0,Ok. Do you want to get values from input fields ?,2014-09-02T05:10:49.750,3621356,CC BY-SA 3.0
40019395,25615751,0,"Basically yes. There is an input field for the client name that is built in and I already know how to grab it using jquery with the id. It's this on the console: 
<!-- language: lang-js -->
    $('#_fid_6').val()

But then what?",2014-09-02T06:08:12.133,3765632,CC BY-SA 3.0
40019554,25615751,0,store this in variable and use it according to your need,2014-09-02T06:14:37.907,3621356,CC BY-SA 3.0
40044342,25615751,0,"But following the way the other building information is called i.e. address  =$(this).find('address').text(); why can't I find where the client name variable is stored in the app? I want to be able to just code client_name = =$(this).find('client_name').text();  Can I just add another line with client_name = $('#_fid_6').val() within $(""record"", rec).each(function(j){...}?",2014-09-02T18:52:57.983,3765632,CC BY-SA 3.0
40230555,25731858,0,Thanks @L.B for the link and the answer in the linked question.,2014-09-08T19:49:23.187,495041,CC BY-SA 3.0
40230657,25731858,0,Another similar question http://stackoverflow.com/questions/18994685/how-to-handle-both-a-single-item-and-an-array-for-the-same-property-using-json-n,2014-09-08T19:52:16.137,495041,CC BY-SA 3.0
40231344,25731858,0,"@L.B. in ReadJson method reader.ValueType is always null. In this case I had to use reader.TokenType which is StartArray or StartObject. Also, in both cases the deserialization would continue. I would like to post an answer as it is little different than both linked answers. I would also like to name the vendor so that this can help future users running into the same issue.",2014-09-08T20:15:40.547,495041,CC BY-SA 3.0
40231382,25731858,0,I reopened the question...,2014-09-08T20:17:07.327,932418,CC BY-SA 3.0
40231664,25731858,0,Thanks @L.B. Added the answer.,2014-09-08T20:26:25.950,495041,CC BY-SA 3.0
40388682,25818089,0,"Unfortunately, your download link is broken. Please add the relevant pieces of code here and let us know what you have already tried.",2014-09-12T23:06:29.393,447490,CC BY-SA 3.0
41134279,26226598,0,just print `$rawdata` into a script tag?,2014-10-06T23:59:54.150,574632,CC BY-SA 3.0
41134415,26226598,0,you're probably going to want to use [`json_encode()`](http://php.net/manual/en/function.json-encode.php),2014-10-07T00:10:55.423,1415348,CC BY-SA 3.0
41206190,26226598,0,"Thanks everyone for your help. It may not be the best practice but what I ended up doing is: `$rawdata1 = rawurlencode($rawdata) ;
file_put_contents($jscript,rawurldecode($rawdata1)) ;`",2014-10-08T20:18:38.337,2092590,CC BY-SA 3.0
41211496,26226598,0,That definitely works as well. :-),2014-10-09T00:25:55.557,3747338,CC BY-SA 3.0
41821087,26590629,0,Can we import or export Zoho module Like in Sugar CRM we can import/export modules?,2014-10-28T08:50:12.870,3665282,CC BY-SA 3.0
42267406,26848897,0,The problem is that the server did not respond to the AUTH LOGIN command. It looks like the server closed the connection instead of sending the expected response.,2014-11-10T20:32:18.227,333340,CC BY-SA 3.0
43278157,27416913,0,so this all you want is dump database and import that's it right ?,2014-12-11T07:25:26.933,3762142,CC BY-SA 3.0
43291771,27424312,1,It is almost impossible to make any suggestions about your query without seeing your database tables structure.,2014-12-11T14:17:18.547,3651607,CC BY-SA 3.0
